0,mse_value,ssim_value
444524429767225344.jpg,405.273733333,0.962305596693
1327231509216565276_1132242372.jpg,747.08276123,0.871241066633
443914641471574018.jpg,2055.05329427,0.707793929291
1101991901840101478_696875595.jpg,2760.78447021,0.810221734474
1327313246167836730_1516358315.jpg,2768.61027009,0.474412279232
1106116040470098096_510951339.jpg,3855.94343262,0.604705013637
1098634513107123257_663298838.jpg,2155.39579834,0.789641726132
1323138944702923368_1613299028.jpg,779.272470703,0.34528156594
1194206488310199408_146143212.jpg,1056.91242676,0.896895522868
443459979115114497.jpg,1991.64035926,0.546991851103
1105818427215971621_1557064736.jpg,1965.24163574,0.797493692287
1325849091313543940_306491001.jpg,2067.02258057,0.8781264318
1102094608594354314_256442287.jpg,1781.17315186,0.86959521585
1101854984843253216_620841236.jpg,2183.12474121,0.770133762664
441028188093706241.jpg,2381.0399963,0.67474564799
1100996451494284079_233074625.jpg,2210.77387695,0.819701700976
1112972332712310855_1592862541.jpg,605.017805176,0.98077890287
1083664883512042565_1728914920.jpg,1440.91474854,0.740913562935
1103556873410123535_1004080836.jpg,1512.14551758,0.891624998741
1110203926011036579_2003097159.jpg,1598.49424072,0.880846696682
1155611463572867393_1493557129.jpg,1371.3541626,0.811383241879
1325725346007589096_3744608842.jpg,626.206288889,0.938300138097
1204302613404136837_2992525460.jpg,1614.09816162,0.546321559559
1092658286473531128_1997807322.jpg,1210.39048611,0.896430854981
1089738720796679833_2170546222.jpg,1255.69081163,0.905069031645
1090449836081700128_1510130534.jpg,1854.2427832,0.495102324271
444369216041267200.jpg,1021.8281591,0.907424857854
1165239092418820309_2646420365.jpg,1412.28619873,0.867497447973
1106273489451934010_2077508511.jpg,1600.61938965,0.728654193131
1073511586695952968_41429557.jpg,1494.54730903,0.764517902122
1073788234621320824_197591598.jpg,2100.62318115,0.797121109697
1327249105629951780_33280515.jpg,755.651736111,0.934772552758
1108011967793799270_2214718783.jpg,1466.60002441,0.659894311967
1073989371193878159_307345920.jpg,1484.60525635,0.854735538643
1104180885175492381_1648067646.jpg,2606.08127197,0.82922845137
1101209036378558831_2183949819.jpg,1538.69022461,0.884943845869
1103284643580981599_174369715.jpg,839.686982422,0.953745008578
1096847998760668855_1518558730.jpg,1276.03246094,0.551360186904
670585040245342188_295490238.jpg,1776.59773438,0.870110407639
444050803943157760.jpg,1150.68852593,0.749580903877
1103553286878852628_248547108.jpg,462.886843262,0.962212065249
1106539855913765144_1536450849.jpg,1755.02128662,0.794877437332
442481860849848320.jpg,1430.73754232,0.839211142972
444033040293982209.jpg,1713.64265926,0.883856014298
1103595587927890781_1574152133.jpg,1528.69452637,0.422771030822
1326718876885369233_1346636150.jpg,1114.19168701,0.885602173371
1107672054632885004_1418635329.jpg,1529.97587646,0.747982474985
1081155225058923707_41253188.jpg,823.549626465,0.891194035468
1069384524385270332_1921089653.jpg,2560.73660156,0.397734696151
442834513161252864.jpg,2381.29295833,0.677012306604
1107932619195507164_1700118543.jpg,2948.53035156,0.836281541687
1105508220163333204_2130026798.jpg,1088.93990723,0.837745053081
440662034372251648.jpg,368.780463889,0.955521797944
1103503686549222612_512966644.jpg,1850.3485376,0.72898512719
1091352382036642519_289256153.jpg,817.138166504,0.75069671911
1095240030647769709_2172415789.jpg,2496.139021,0.63923591881
441010966818336769.jpg,3100.91018992,0.660115621384
1101374669684399959_1445952486.jpg,1255.38914551,0.539306917333
1100455488641081423_1785406319.jpg,704.265959473,0.658873248527
445740813016764416.jpg,435.871099428,0.942931623508
1232358621698086709_2312268348.jpg,1114.95470486,0.942391718928
1101937554013187504_2246261946.jpg,1963.74610352,0.796876553336
1325830728080041409_616607379.jpg,771.193688965,0.836178806453
1102572325443231277_297298606.jpg,418.804460449,0.978682650229
444021854190051328.jpg,1265.36392014,0.597881283379
1065676719652532256_2151004795.jpg,1249.13118352,0.803908392283
675800460808991845_53711068.jpg,823.286018066,0.947293147231
1089560563467709425_1430614377.jpg,767.524060059,0.862760507483
1092374165652881807_2091760879.jpg,1479.92406494,0.827107938496
1101521311320709796_1792149805.jpg,904.560351563,0.849529857835
444144507693432833.jpg,2104.77197827,0.856924575726
1066466973516374625_2120062119.jpg,1612.09402588,0.834556796099
1103858746966285050_2251427181.jpg,747.985969238,0.912749506113
439677704179179520.jpg,2367.1317874,0.798604957616
1102133147234749908_550511810.jpg,379.500900879,0.937704766346
1127436133538968901_2296565492.jpg,1787.75776611,0.847143919042
449189366254936064.jpg,2217.2825944,0.696139006565
1095759279083034293_446721348.jpg,1541.05535156,0.804117504694
1350055934671630080_3945702150.jpg,1227.73661133,0.727035186339
1108948553394578620_22294376.jpg,1582.13279297,0.583428267635
1102158770697636658_2188500225.jpg,476.1359375,0.861609117746
1200309562960518045_2244879357.jpg,1125.22630371,0.77408469576
444082213856870401.jpg,1639.16645833,0.888677501312
1102796111842677411_1584361059.jpg,2795.47737847,0.541519870931
1101904054123069090_1243191118.jpg,2287.32764648,0.793885845462
1089598529811657814_595573468.jpg,597.869238281,0.705438141245
1149204370521480500_2363134246.jpg,1179.18074219,0.88175927241
1181801318314527899_1515458698.jpg,1717.90463379,0.817531371262
675868274753853432_448057612.jpg,2552.03975342,0.777556849034
1107061156901666803_1304619206.jpg,1012.75915283,0.798025108798
1089579952338827802_1107180701.jpg,1368.90787109,0.885327985661
439592802129698816.jpg,2968.20268953,0.745689535026
1326471331897796450_3127624300.jpg,1992.55237549,0.718781538103
1327962508312905240_2011243272.jpg,2197.29080811,0.914692565448
1093073043318122384_2222810520.jpg,1398.34599365,0.747038515377
1104609346986748685_285278625.jpg,1009.89885742,0.918134730964
1098662132368608986_2094460066.jpg,2823.72881836,0.880853942627
1078909636824533598_557547817.jpg,1685.59431641,0.855411591525
1354745785547453264_401042562.jpg,2205.19580078,0.698173822895
1103003629159378089_1583060186.jpg,1806.17464844,0.868641993607
1110228122244397571_1094100429.jpg,2189.73623047,0.607761281338
1107687611828017662_2253926797.jpg,220.429321289,0.973565481831
1102904251445200776_1503187608.jpg,223.417118056,0.980105689668
1072066169089348132_1799409659.jpg,1784.56418213,0.737707529706
1204733115474700016_3025065312.jpg,2870.30876953,0.813447252551
444466710209261569.jpg,403.824278148,0.838356581281
1067095028037898488_1799409659.jpg,2184.68861084,0.915945379527
1101733661018044015_286751164.jpg,620.97753418,0.654097442408
1197124637325249616_2997427290.jpg,1452.81925781,0.564103666086
1090533757111368997_1793218198.jpg,864.903515625,0.748443399336
1103702046072792663_1535615664.jpg,66.2549739583,0.988104285621
1326672743895101594_1074430532.jpg,1303.83651855,0.581865215253
1104378133730168752_1676573202.jpg,3717.07137451,0.854630707038
1102875467463890288_1161902916.jpg,1390.83676025,0.923158074138
1112676309420621935_1512750143.jpg,3233.25358154,0.819700615324
675018255945433317_333115511.jpg,791.12418457,0.893351919587
1107671806515040311_2235200723.jpg,810.287621528,0.891037695898
1243807777180717158_2116533683.jpg,2802.64851318,0.809935909682
444319156297424897.jpg,2179.31697982,0.663803309892
1106162046548250023_1520830450.jpg,327.190239258,0.967830481731
1112092768499045371_1935677723.jpg,1392.32673828,0.880883426019
1109357183383139314_38131307.jpg,2846.59221191,0.637769184221
1197562713628219175_2958601028.jpg,978.54526123,0.599754398477
444268220048891904.jpg,849.863187512,0.939154949185
1101442919490669725_2235501810.jpg,1903.64174805,0.823272597361
1028779868258013943_1716571507.jpg,3261.54982422,0.837474735774
1071062078539401026_2176213808.jpg,1809.46253662,0.483317976312
1102443686413310962_1405615613.jpg,2592.5928418,0.748490873456
444051098878234624.jpg,491.691452778,0.958931422621
444088158754320384.jpg,443.604560547,0.78702747629
1326564048220786786_1157798467.jpg,2160.30733398,0.620433184334
1106898604012210196_2147430385.jpg,1089.74516602,0.858046217162
1101798803705095586_1483004792.jpg,399.307128906,0.959402714855
1322108488020950534_1482029794.jpg,21.4546264648,0.833796321206
1202666095107616346_2104679842.jpg,1497.74966797,0.650047369416
1091111080708046581_559986566.jpg,1935.23322266,0.824928364955
1105367357473372694_1539000205.jpg,995.298999023,0.912411838818
1109441237212818449_297713930.jpg,1255.9700293,0.878630067926
1106979363828278273_478362824.jpg,582.784545898,0.795404470084
1236975757492113105_1961416426.jpg,837.664492187,0.580006278051
1101054125731428947_1993433277.jpg,1138.65387939,0.699810042718
442867981022806017.jpg,2897.70853516,0.783518304938
1101791270951982043_2114198587.jpg,2879.96883057,0.799428268927
1108565518056431651_662220007.jpg,1115.22073486,0.861470014793
1187462405577881326_2892421644.jpg,877.848916016,0.867590878505
1129004599350076257_1449105711.jpg,2221.19846191,0.734260114109
1221535839488302209_2213441782.jpg,3167.48037326,0.745039261201
444035610957729792.jpg,1624.3899707,0.907804261213
1087202383661121021_1403071294.jpg,1371.60001953,0.706559468906
1082935479765190857_1972491169.jpg,2369.83092529,0.749745776684
1093113000156966356_430618562.jpg,3897.35877604,0.731237226434
444037078095896576.jpg,1262.672775,0.722292984666
1104857502672693032_582598784.jpg,968.071674805,0.842114656299
444082205166288896.jpg,1663.04929259,0.837748811228
1101310285978474932_604718781.jpg,2585.59967773,0.844015294242
1100846459210867640_1647340167.jpg,1904.67383301,0.636754000242
1170274625918423479_1468870339.jpg,1197.15814453,0.794056405351
444545290205294592.jpg,2135.28784167,0.746533788712
672296337141715214_798037099.jpg,1861.17572266,0.693354343124
1103966013581394892_1906167015.jpg,2354.02857422,0.823704678478
1102963718797354471_1998970984.jpg,443.528125,0.780463621048
444431420396552192.jpg,1214.93388889,0.856137528506
1103304602357339698_2250211028.jpg,2518.16296441,0.797743184776
1104353950175425541_2153565092.jpg,2702.98786621,0.739104502739
1100726270308234079_2154532667.jpg,2060.94177002,0.710078309846
1106533192507162489_1515431118.jpg,1331.93312744,0.896872256635
1108974575607603296_1837485503.jpg,1830.02407227,0.536446597934
442454294441123841.jpg,2193.36042222,0.725758571891
1091762613131840207_1221889513.jpg,832.151258681,0.91945917192
1104086282717013989_1296943752.jpg,871.851679687,0.814977454689
1330739217831241168_648917763.jpg,459.333786621,0.510434691873
1097003740428642841_304880393.jpg,617.055998535,0.940729910951
1103251680375811437_2031327506.jpg,814.393867187,0.91891799211
441750716453888000.jpg,2322.36213542,0.789761687089
1114519783216909006_2127914737.jpg,2767.81273193,0.4853570376
1159805580927658026_2241928417.jpg,1615.21375244,0.579229198947
442680338888675328.jpg,2284.99295898,0.784778158648
1199986457358930350_9237595.jpg,628.053459473,0.770438260888
1092427932655785599_2002687660.jpg,2674.39877686,0.644006116579
1233870943864016870_310738122.jpg,2666.41400635,0.667766241532
1104332142531140091_1495446877.jpg,1877.21762695,0.722516593539
1113367916857378732_1814396648.jpg,2733.94986084,0.650393726952
444068640556478464.jpg,1976.3639388,0.770645124217
444313120400343040.jpg,828.221544444,0.872872662484
1103955097705699661_1721338765.jpg,1623.88088108,0.859361102682
1349389473833623592_1412418013.jpg,1155.4807959,0.766364003966
1100546503530885310_2177154203.jpg,1977.05598389,0.76658092607
1072336933974309903_286161150.jpg,2375.17666748,0.872524662497
444458695217274880.jpg,948.734460417,0.709833899141
1105044860303867031_2178839638.jpg,1528.46266113,0.758346666437
1101955563153359930_1225455352.jpg,2130.97240479,0.747271535104
1088126032317354101_994782147.jpg,1577.37944824,0.84209878439
1102602614992691292_1982240919.jpg,1506.0763208,0.766820075932
1080917174702620843_1573619399.jpg,1117.33996582,0.862005560425
1102631282549836091_1688546905.jpg,928.936311035,0.839583867939
1077414630688963964_1975070398.jpg,980.991258681,0.6349581241
1065093898762117154_1967927487.jpg,1603.2970874,0.885125466141
444011372460773376.jpg,1462.04781852,0.572758269495
442926060212985856.jpg,1534.73261816,0.914602518767
1065610279033401910_993074763.jpg,694.063693848,0.938720182556
1104108436302181423_2143234972.jpg,2399.76258789,0.877840151361
1101508976096209791_1639271945.jpg,2248.53293945,0.901957797709
1073787323032263925_42507550.jpg,2350.93864746,0.692942250056
1108487750000887006_2159802864.jpg,1474.02509766,0.90497709829
1327193206940945321_3701752512.jpg,2006.723955,0.830491337813
1104753554496076255_1908556453.jpg,1248.90329102,0.743055025244
1084574965216752266_1626645427.jpg,1893.64550293,0.53980875146
1108496683867312334_7226795.jpg,2903.89821777,0.632746061685
1105732944210069329_2118596440.jpg,4528.80054687,0.475852662671
1106096880134079331_1545735975.jpg,303.890742187,0.884598168319
444118405663031297.jpg,878.986887759,0.959823920711
1326763554090579623_3054110250.jpg,895.813427734,0.836028328958
1094134933593967697_1434788506.jpg,1298.2796875,0.841114028713
1107240668380829775_1467298365.jpg,478.690097656,0.889531584849
444462490491969536.jpg,2698.11446474,0.814741151312
1200446049419301376_9237595.jpg,1262.58865234,0.80742549602
1324652775484758673_423667285.jpg,574.514262695,0.919416295183
1085831442290586427_1636147955.jpg,1481.5776123,0.71713094561
1101392698252354218_1556850663.jpg,1436.91409668,0.842023056252
1076782898464351714_1766038000.jpg,1361.87185791,0.618152863488
444252768451047424.jpg,2867.22389375,0.781257925448
1102243934568826130_1377269976.jpg,725.750422363,0.856766221567
1092375912541818576_1963329066.jpg,2448.99960503,0.868417886505
443915459281170432.jpg,1525.2205963,0.927624097159
1074859341557807871_1747016037.jpg,1428.72691162,0.846508910808
1108688631483232477_585726179.jpg,725.433752441,0.819312235342
1104815556459570298_1819991608.jpg,1891.43736545,0.76393050371
1337785426975246901_3900984878.jpg,1182.5277417,0.827452838853
444042366983217152.jpg,861.64264375,0.885670626942
1100783327630588710_498331533.jpg,1909.99519965,0.867318921464
1096400062921104494_1825177102.jpg,1243.94663628,0.904614987641
439654312176660480.jpg,2385.54738967,0.652824657439
1111492603994593346_1786471173.jpg,1872.94056396,0.82331581251
1101123106816771696_1921089720.jpg,1823.39966309,0.778753241229
1065526527335971486_1764091901.jpg,943.882473145,0.856456377476
1101204520673410128_2021709798.jpg,1404.08276123,0.889336747102
1122959414543119579_1445885380.jpg,2981.93006348,0.760012371605
1091882849254480913_499497534.jpg,1876.46774658,0.790718985822
1090226733010156111_1305158357.jpg,2271.81996826,0.814054579351
444811794196865024.jpg,2193.920625,0.832842651028
1086480286839577197_1405615613.jpg,2491.04523926,0.692369548521
1106411868548591050_1720251882.jpg,1597.60913194,0.840846649234
440846291396878336.jpg,913.077593537,0.822347277453
1078843950250213592_2071063983.jpg,1486.98733398,0.837784200291
1104101858688959102_578710063.jpg,2233.99003662,0.851618660512
1328780185184581504_9237595.jpg,1421.07177734,0.916320438045
443979502356414465.jpg,2238.72146667,0.83913908282
1181138675577060256_1721969029.jpg,2078.63404297,0.783142890361
1185418012429259325_1426438203.jpg,1421.48185059,0.837162999243
1089715968009861390_282834893.jpg,1793.58584473,0.871449012878
1093068583709063183_1483816933.jpg,4370.12834635,0.69419943966
1349976472894476565_1479636343.jpg,2226.02638428,0.840417007545
1321661297637232740_49393686.jpg,1405.73122803,0.905700140183
1108149790711398514_1564919527.jpg,405.403840332,0.597351137683
1103267611072110550_2176967406.jpg,3241.30454102,0.703896033588
1101247952259562978_649855942.jpg,1818.68691406,0.668113036876
1089635340993211783_2092581834.jpg,1238.46136719,0.899927013215
1249973021194653650_1646637114.jpg,349.980129395,0.952430035161
444357779055448064.jpg,103.586872222,0.920948318971
1249664982061373430_2348230212.jpg,319.024724121,0.938751748543
1091055810471670207_2137014747.jpg,1323.23469727,0.892734542201
1096425272321893032_1712540119.jpg,489.925270996,0.661769258587
