0,A_min,A_avg,A_max,te_min,te_avg,te_max,t_min,t_avg,t_max
445041159195201536.jpg,0.58605664488,0.610801258775,0.648569353667,0.279453575611,0.55958712101,1.29771733284,0.381559363447,0.55900076843,1.16707770957
444222166028931072.jpg,0.199259259259,0.253957879448,0.312563543936,0.0,0.825997531414,1.21523249149,0.00924624714795,0.82583519634,1.12546410953
444083807239421952.jpg,0.441176470588,0.456656346749,0.479876160991,0.0,0.787996351719,1.37276482582,0.473937186442,0.787384888304,1.11281238982
444253377879236608.jpg,0.734438502674,0.769411764706,0.804385026738,0.11524027586,0.656339347363,1.22963678837,0.151116408058,0.655678689432,1.19363762657
443919120136798209.jpg,0.359448075527,0.380285645122,0.410239651416,0.0,0.617204427719,1.48419737816,-0.0482148926332,0.616906979304,1.14947608294
444242203599048704.jpg,0.509055258467,0.597136066548,0.641176470588,0.508896112442,0.74075448513,1.01473677158,0.587901659646,0.740282104572,0.973770904577
444651228253802496.jpg,0.691546840959,0.774897119342,0.828293391431,0.0,0.455296576023,1.10869348049,0.0156862223633,0.454819331475,1.0011001056
444714397265440769.jpg,0.558008153757,0.589225393128,0.604834012813,0.0409237444401,0.553091824055,1.11957001686,0.121279177802,0.55248826834,1.03976554195
1118023143820165814_1394831087.jpg,0.990196078431,0.990196078431,0.990196078431,0.0,0.0928362756968,0.643056988716,-0.068574092122,0.0927030295531,0.617440364039
443914641471574018.jpg,0.828664495114,0.875570032573,0.926384364821,0.0,0.715491592884,1.2812871933,-0.00245466572771,0.71490351853,1.22022847848
443459979115114497.jpg,0.414146695715,0.496194625999,0.644662309368,0.191357553005,0.863142132759,1.17145633698,0.400522381297,0.863114856256,1.10461354869
1101854984843253216_620841236.jpg,0.81369193154,0.81369193154,0.81369193154,0.0,0.530947625637,1.47037434578,-0.0700937992548,0.530312915957,1.21164767763
441028188093706241.jpg,0.472752360203,0.527450980392,0.570428467683,0.11011043191,0.65407627821,1.32378017902,0.0874030632351,0.653622365341,1.17179906076
442481860849848320.jpg,0.672312703583,0.700977198697,0.742671009772,0.0,0.787117540836,1.64658784866,-0.0107845830656,0.786436301014,1.32024838869
444033040293982209.jpg,0.691546840959,0.755361897846,0.820479302832,0.251183867455,0.771085500717,1.37813639641,0.342533462687,0.770634891896,1.20276497107
441010966818336769.jpg,0.678563560256,0.709583608724,0.771623705662,0.18193000555,0.643831729889,1.0996505022,0.104077082337,0.642979101653,1.08562843995
449189366254936064.jpg,0.367426710098,0.448208469055,0.523778501629,0.233769118786,0.659693837166,1.17083835602,0.308584374859,0.65947981375,1.11896872501
444082213856870401.jpg,0.425696594427,0.562435500516,0.684984520124,0.715936899185,0.950893044472,1.37072575092,0.727019068852,0.950763820144,1.20114518676
1102443686413310962_1405615613.jpg,0.109535452323,0.113447432763,0.117359413203,0.0,0.502021551132,1.13714039326,0.0359741525051,0.501788957493,1.04197231721
442867981022806017.jpg,0.462091503268,0.520338331411,0.566935793925,0.308454334736,0.689610004425,1.12295877934,0.137298103491,0.689089545708,1.04337121649
444082205166288896.jpg,0.511822803195,0.528753328492,0.546986201888,0.30572783947,0.862284898758,1.40254211426,0.38175259177,0.861355856346,1.33488607376
442454294441123841.jpg,0.207073347858,0.248748487049,0.29302832244,0.153233289719,0.729735612869,1.26691615582,0.167858783559,0.730012311012,1.15532447524
444011372460773376.jpg,0.113304284677,0.115908980876,0.121118373275,0.0,0.859792470932,1.34322845936,0.0685299429694,0.860290995714,1.12537513036
444252768451047424.jpg,0.759199346405,0.764417211329,0.770939542484,0.0,0.57717448473,1.20400607586,0.0656204227347,0.576612922269,1.15783713164
444042366983217152.jpg,0.0,0.00913126361656,0.0273937908497,0.377453029156,0.919601082802,1.38271665573,0.436386706177,0.919484393411,1.24767732505
439654312176660480.jpg,0.629016681299,0.638132865086,0.652458296752,0.153307318687,0.690667808056,1.37145268917,0.225435767316,0.689871025815,1.36607849622
443979502356414465.jpg,0.457124183007,0.471450012104,0.496194625999,0.4042724967,0.79194933176,1.22600054741,0.471936055421,0.791383191707,1.1747473151
443108867333820416.jpg,0.132839506173,0.14586298717,0.171909949165,0.0,0.973771393299,1.14534819126,0.244045403165,0.973731895635,1.0914435059
442935363493830656.jpg,0.828293391431,0.843921568627,0.871270878722,0.0,0.434001863003,1.3307749033,-0.00538635443012,0.433300821807,1.33430353071
444978970673434624.jpg,0.562614379085,0.605591866376,0.644662309368,0.150986075401,0.661050260067,1.08084928989,0.0952208353943,0.660886699017,1.02941629271
439995175838810112.jpg,0.918877354864,0.930411380238,0.938100730488,0.0,0.644970774651,1.53904306889,-0.0117753563731,0.643949683874,1.27992390641
443587761526685697.jpg,0.58605664488,0.622522391673,0.652476397967,0.166514873505,0.70315939188,1.26982402802,0.190425648287,0.70274244234,1.13005758598
439641634913783808.jpg,0.629016681299,0.638132865086,0.652458296752,0.153307318687,0.690667808056,1.37145268917,0.225435767316,0.689871025815,1.36607849622
444646952198615040.jpg,0.757966594045,0.78140885984,0.797037037037,0.0,0.574454426765,1.12942147255,0.00982349246463,0.573649318928,1.07832746134
442644598385418240.jpg,0.523543936093,0.640755265069,0.78140885984,0.436392188072,0.889769971371,1.39094805717,0.504050879595,0.88903007281,1.31567761839
444372550290649088.jpg,0.589963689179,0.597777777778,0.609498910675,0.234978199005,0.742098033428,1.33766758442,0.398112104841,0.741537866483,1.19523369128
442823832429015040.jpg,0.0664197530864,0.0911643669814,0.105490196078,0.216253876686,0.735654175282,1.366294384,-0.00138990367902,0.735418320367,1.18850170031
442454329715200001.jpg,0.562614379085,0.593870733479,0.609498910675,0.211930751801,0.560107588768,1.22428536415,0.170846656957,0.55966733155,1.38750131993
439850320579928064.jpg,0.711082062455,0.755361897846,0.804851125635,0.0556463301182,0.514024674892,0.962888121605,0.113171597916,0.513471116111,0.919191048509
439704376047718400.jpg,0.652476397967,0.672011619463,0.695453885258,0.115226000547,0.61733520031,1.11855483055,0.161037198178,0.616641698103,1.05748399779
442467179410120704.jpg,0.720065359477,0.764417211329,0.802246732026,0.0342009961605,0.640094697475,1.09131491184,0.120559839714,0.639683798675,1.05811480281
444319443946971137.jpg,0.214887436456,0.250050835149,0.269586056645,0.129207074642,0.632972061634,2.04854440689,0.252253902506,0.631870513409,1.70219482761
444302273699532800.jpg,0.345345717234,0.4035500516,0.450113519092,0.216897189617,0.650569081306,1.30220150948,0.264802453843,0.649919203033,1.14581077739
443914621066285058.jpg,0.273606811146,0.350477296182,0.394775541796,0.282933294773,0.93062466383,1.60481762886,0.470865667462,0.930123417109,1.23797044018
1107012350952720683_1716115113.jpg,0.675663206459,0.675663206459,0.675663206459,0.07835111022,0.46628177166,1.36111748219,0.141721079611,0.465462007101,1.16059619068
444068756084359169.jpg,0.750488599349,0.783061889251,0.813029315961,0.0,0.526988863945,1.69164991379,-0.00721327260797,0.526614927967,1.48018398225
444306541932339200.jpg,0.295028718558,0.314438502674,0.329966329966,0.0,0.740703940392,1.35018205643,0.0746589476948,0.740794022802,1.08673909794
443943352556208128.jpg,0.622230392157,0.653537581699,0.688758169935,0.096338480711,0.590824842453,1.07450342178,0.125094752567,0.590494857481,1.03825418855
444011550739689473.jpg,0.477967914439,0.615270350564,0.699465240642,0.585601210594,0.824129581451,1.16449213028,0.682530865186,0.823754816628,1.06555226152
444072420404514817.jpg,0.218794480755,0.326889373033,0.421960784314,0.657749652863,0.982338547707,1.33516967297,0.687364307637,0.982125002107,1.28945406843
1068444074495305988_1570112681.jpg,0.692420537897,0.696332518337,0.700244498777,0.0800177156925,0.42687240243,0.922500967979,0.163145478755,0.426350408703,0.91559148635
440511799553560576.jpg,0.390522875817,0.429575163399,0.46862745098,0.0,0.830403089523,1.29657018185,-0.0321348981875,0.82992637854,1.26980703162
443564043647737856.jpg,0.648569353667,0.670709271363,0.68373275236,0.026757478714,0.605071783066,1.24904632568,0.0674116810393,0.604451777181,1.28195540019
442620216824975360.jpg,0.468845315904,0.514427499395,0.574335511983,0.216476023197,0.755057692528,1.40112388134,0.24636792894,0.754243239644,1.35632590705
1101293272279923540_2039394461.jpg,0.715892420538,0.718500407498,0.723716381418,0.053422242403,0.508625864983,1.05886125565,0.144440428096,0.508023728932,0.913471445537
444151441028943872.jpg,0.847828612927,0.850433309126,0.855642701525,0.0,0.580994904041,1.19512426853,0.00273655322943,0.580100758266,1.0805980269
